true_stress	true_strain
134237792	0.09253685176372528
134327664	0.09263037145137787
134417392	0.09272389113903046
134429952	0.09281740337610245
134596880	0.09291089326143265
134764000	0.09300438314676285
134776592	0.09309786558151245
134866384	0.09319133311510086
134956352	0.09328480064868927
135123392	0.09337825328111649
135290624	0.0934716984629631
135225872	0.09356512874364853
135238512	0.09365855902433395
135405792	0.09375198930501938
135727600	0.09384539723396301
135740272	0.09393879026174545
135830224	0.09403219074010849
135765632	0.09412556886672974
135933024	0.09421895444393158
136100288	0.09431231766939163
136190432	0.09440567344427109
136280448	0.09449902176856995
136215872	0.09459236264228821
136383216	0.09468569606542587
136473264	0.09477902203798294
136563488	0.09487233310937881
136576224	0.09496563673019409
136511472	0.09505893290042877
